type,test_file,hash_test_creation,test_creation_time,test_commit_files,test_commit_lines,impl_file,hash_impl_creation,impl_creation_time,impl_commit_files,impl_commit_lines
same,TestDynamicProvisioner.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210,DynamicProvisioner.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210
same,TestMetadataStore.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210,MetadataStore.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210
same,TestStateMachine.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210,StateMachine.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210
same,TestLeaseManager.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210,LeaseManager.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210
same,TestRocksDBStoreMBean.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210,RocksDBStoreMBean.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210
same,TestDatanodeStateMachine.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210,DatanodeStateMachine.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210
same,TestContainerSupervisor.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210,ContainerSupervisor.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210
same,HdslServerUtilTest.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210,HdslServerUtil.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210
same,TestStorageContainerManagerHttpServer.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210,StorageContainerManagerHttpServer.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210
same,TestBlockManager.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210,BlockManager.java,87db1afc41aa42e5146efc0cd0ec55b3f7883850,2018-04-26 05:36:04-07:00,49,2210
